tankId,componentId,eventTime,type,actions,downtimeHrs,partsUsed,resultStatus,notes
TNK-B-023,eng-001,2025-10-05 02:10:41,preventive,Engine inspection and servicing,2.820176424834224,"[""Engine filter"", ""Engine seal""]",completed,Routine preventive maintenance performed
TNK-B-023,eng-001,2025-09-26 02:10:41,unscheduled,Engine inspection and servicing,2.213852856723565,"[""Engine filter"", ""Engine seal""]",completed,Routine unscheduled maintenance performed
TNK-B-023,eng-001,2025-08-25 02:10:41,scheduled,Engine inspection and servicing,3.0837123821881023,"[""Engine filter"", ""Engine seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,eng-001,2025-10-18 02:10:41,unscheduled,Engine inspection and servicing,2.3535756483171646,"[""Engine filter"", ""Engine seal""]",completed,Routine unscheduled maintenance performed
TNK-B-023,eng-001,2025-09-22 02:10:41,scheduled,Engine inspection and servicing,4.85673944402037,"[""Engine filter"", ""Engine seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,eng-001,2025-09-11 02:10:41,scheduled,Engine inspection and servicing,2.3145601098947237,"[""Engine filter"", ""Engine seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,eng-001,2025-08-23 02:10:41,scheduled,Engine inspection and servicing,5.5903221865354515,"[""Engine filter"", ""Engine seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,trn-001,2025-08-15 02:10:41,unscheduled,Transmission inspection and servicing,4.084512321301675,"[""Transmission filter"", ""Transmission seal""]",completed,Routine unscheduled maintenance performed
TNK-B-023,trn-001,2025-08-16 02:10:41,scheduled,Transmission inspection and servicing,3.0319625937107735,"[""Transmission filter"", ""Transmission seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,trn-001,2025-09-06 02:10:41,scheduled,Transmission inspection and servicing,7.077323488185743,"[""Transmission filter"", ""Transmission seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,hyd-001,2025-08-21 02:10:41,scheduled,Hydraulics inspection and servicing,8.47551426746546,"[""Hydraulics filter"", ""Hydraulics seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,hyd-001,2025-09-02 02:10:41,scheduled,Hydraulics inspection and servicing,4.971103679688982,"[""Hydraulics filter"", ""Hydraulics seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,hyd-001,2025-09-18 02:10:41,scheduled,Hydraulics inspection and servicing,10.69336853317426,"[""Hydraulics filter"", ""Hydraulics seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,hyd-001,2025-08-16 02:10:41,preventive,Hydraulics inspection and servicing,7.689867305360355,"[""Hydraulics filter"", ""Hydraulics seal""]",completed,Routine preventive maintenance performed
TNK-B-023,hyd-001,2025-09-13 02:10:41,unscheduled,Hydraulics inspection and servicing,8.616030228432468,"[""Hydraulics filter"", ""Hydraulics seal""]",completed,Routine unscheduled maintenance performed
TNK-B-023,hyd-001,2025-10-20 02:10:41,scheduled,Hydraulics inspection and servicing,2.9393102345438686,"[""Hydraulics filter"", ""Hydraulics seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,sus-001,2025-08-25 02:10:41,scheduled,Suspension inspection and servicing,10.830940827896276,"[""Suspension filter"", ""Suspension seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,sus-001,2025-10-09 02:10:41,scheduled,Suspension inspection and servicing,10.199497226213927,"[""Suspension filter"", ""Suspension seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,sus-001,2025-08-08 02:10:41,unscheduled,Suspension inspection and servicing,6.357974463793067,"[""Suspension filter"", ""Suspension seal""]",completed,Routine unscheduled maintenance performed
TNK-B-023,fcs-001,2025-10-12 02:10:42,scheduled,FireControl inspection and servicing,11.662421927787895,"[""FireControl filter"", ""FireControl seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,fcs-001,2025-08-17 02:10:42,scheduled,FireControl inspection and servicing,4.4434264015776215,"[""FireControl filter"", ""FireControl seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,fcs-001,2025-09-30 02:10:42,scheduled,FireControl inspection and servicing,6.157188249604452,"[""FireControl filter"", ""FireControl seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,fcs-001,2025-08-27 02:10:42,scheduled,FireControl inspection and servicing,10.505459384072223,"[""FireControl filter"", ""FireControl seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,fcs-001,2025-09-06 02:10:42,unscheduled,FireControl inspection and servicing,11.488825318454625,"[""FireControl filter"", ""FireControl seal""]",completed,Routine unscheduled maintenance performed
TNK-B-023,com-001,2025-10-22 02:10:42,scheduled,Communications inspection and servicing,2.0597817450054547,"[""Communications filter"", ""Communications seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,com-001,2025-09-15 02:10:42,scheduled,Communications inspection and servicing,4.216974894250235,"[""Communications filter"", ""Communications seal""]",completed,Routine scheduled maintenance performed
TNK-B-023,com-001,2025-10-20 02:10:42,scheduled,Communications inspection and servicing,7.908056924888766,"[""Communications filter"", ""Communications seal""]",completed,Routine scheduled maintenance performed
