tankId,componentId,timestamp,feature,value
TNK-B-023,eng-001,2024-01-01 00:00:00,oil_temp,80.666
TNK-B-023,eng-001,2024-01-01 01:00:00,oil_temp,80.0
TNK-B-023,eng-001,2024-01-01 02:00:00,oil_temp,80.752
TNK-B-023,eng-001,2024-01-01 03:00:00,oil_temp,80.892
TNK-B-023,eng-001,2024-01-01 04:00:00,oil_temp,80.0
TNK-B-023,eng-001,2024-01-01 05:00:00,oil_temp,81.081
TNK-B-023,eng-001,2024-01-01 06:00:00,oil_temp,80.248
TNK-B-023,eng-001,2024-01-01 07:00:00,oil_temp,80.0
TNK-B-023,eng-001,2024-01-01 08:00:00,oil_temp,81.257
TNK-B-023,eng-001,2024-01-01 09:00:00,oil_temp,80.264
TNK-B-023,eng-001,2024-01-01 10:00:00,oil_temp,80.11
TNK-B-023,eng-001,2024-01-01 11:00:00,oil_temp,81.136
TNK-B-023,eng-001,2024-01-01 12:00:00,oil_temp,80.158
TNK-B-023,eng-001,2024-01-01 13:00:00,oil_temp,80.0
TNK-B-023,eng-001,2024-01-01 14:00:00,oil_temp,80.083
TNK-B-023,eng-001,2024-01-01 15:00:00,oil_temp,81.184
TNK-B-023,eng-001,2024-01-01 16:00:00,oil_temp,80.552
TNK-B-023,eng-001,2024-01-01 17:00:00,oil_temp,80.957
TNK-B-023,eng-001,2024-01-01 18:00:00,oil_temp,80.0
TNK-B-023,eng-001,2024-01-01 19:00:00,oil_temp,81.216
TNK-B-023,eng-001,2024-01-01 20:00:00,oil_temp,80.452
TNK-B-023,eng-001,2024-01-01 21:00:00,oil_temp,80.0
TNK-B-023,eng-001,2024-01-01 22:00:00,oil_temp,81.653
TNK-B-023,eng-001,2024-01-01 23:00:00,oil_temp,80.0
TNK-B-023,eng-001,2024-01-02 00:00:00,oil_temp,80.691
TNK-B-023,eng-001,2024-01-02 01:00:00,oil_temp,81.751
TNK-B-023,eng-001,2024-01-02 02:00:00,oil_temp,83.367
TNK-B-023,eng-001,2024-01-02 03:00:00,oil_temp,80.0
TNK-B-023,eng-001,2024-01-02 04:00:00,oil_temp,80.038
TNK-B-023,eng-001,2024-01-02 05:00:00,oil_temp,80.0
TNK-B-023,eng-001,2024-01-02 06:00:00,oil_temp,80.849
TNK-B-023,eng-001,2024-01-02 07:00:00,oil_temp,80.0
TNK-B-023,eng-001,2024-01-02 08:00:00,oil_temp,81.159
TNK-B-023,eng-001,2024-01-02 09:00:00,oil_temp,80.0
TNK-B-023,eng-001,2024-01-02 10:00:00,oil_temp,81.55
TNK-B-023,eng-001,2024-01-02 11:00:00,oil_temp,80.717
