tankId,date,hoursUsed,envSeverity,overloadPct,missionType
TNK-C-091,2024-01-01,6.856105070692827,0.4809220263025752,0.2465977447403466,moderate
TNK-C-091,2024-01-02,6.202432839519302,0.5980288537232716,0.2872054474125124,moderate
TNK-C-091,2024-01-03,1.6725616159037728,0.22023301267473336,0.050916093606369645,light
TNK-C-091,2024-01-04,3.8274016227364682,0.13812004137469708,0.0779776982754754,light
TNK-C-091,2024-01-05,10.285521681452927,0.8802811288688271,0.4366740122240569,heavy
TNK-C-091,2024-01-06,10.565176244218083,0.8296192384915352,0.41384216232270365,heavy
TNK-C-091,2024-01-07,9.96142753302681,0.8654815029059884,0.3567246735396914,heavy
TNK-C-091,2024-01-08,2.1424786282954758,0.11968465550045806,0.08728071431642456,light
TNK-C-091,2024-01-09,2.76085559301927,0.2944517633568006,0.08861327286643214,light
TNK-C-091,2024-01-10,0.3394745113668002,0.020277418437893702,0.0,standby
TNK-C-091,2024-01-11,0.00117931215951661,0.06790348507179524,0.0,standby
TNK-C-091,2024-01-12,3.774149012496429,0.20249141223023498,0.05725019496903571,light
TNK-C-091,2024-01-13,5.579564932678192,0.44323268958232553,0.15562330730644353,moderate
TNK-C-091,2024-01-14,4.904111114420978,0.557215560616946,0.11525942973194934,moderate
TNK-C-091,2024-01-15,4.095989001822041,0.41936087255362,0.255186286294372,moderate
TNK-C-091,2024-01-16,2.1283875674737485,0.28242147991462896,0.0763590161429518,light
TNK-C-091,2024-01-17,3.3650531437217177,0.11357310936937258,0.04709743437363663,light
TNK-C-091,2024-01-18,0.3214467166735271,0.0701560245837586,0.0,standby
TNK-C-091,2024-01-19,1.0398517818687862,0.23577210350822844,0.0013770051313394928,light
TNK-C-091,2024-01-20,0.14787350511261033,0.0010628766438715576,0.0,standby
TNK-C-091,2024-01-21,4.0053054256093645,0.4154042860854688,0.22022317742030917,moderate
TNK-C-091,2024-01-22,5.968978555850024,0.5647152756955153,0.2800502025035564,moderate
TNK-C-091,2024-01-23,6.412953665355326,0.5105616688462579,0.2510264170806338,moderate
TNK-C-091,2024-01-24,4.1072318547580995,0.5069910028795892,0.13820115302718755,moderate
TNK-C-091,2024-01-25,7.58769855626811,0.476977175567481,0.26162215016960255,moderate
TNK-C-091,2024-01-26,0.12910006975039878,0.030113773339779937,0.0,standby
TNK-C-091,2024-01-27,5.454694793626037,0.4101221332547862,0.233001363188099,moderate
TNK-C-091,2024-01-28,4.952893533403131,0.5496839196722318,0.12403157891423239,moderate
TNK-C-091,2024-01-29,6.26765697216098,0.34172139996965323,0.13012668934146734,moderate
TNK-C-091,2024-01-30,5.789594277319965,0.5938326642826252,0.2013954914970595,moderate
TNK-C-091,2024-01-31,0.7596434057058854,0.0950579677607687,0.0,standby
TNK-C-091,2024-02-01,2.8382711691420837,0.1855348061571303,0.0265554914349188,light
TNK-C-091,2024-02-02,0.7883323732292996,0.08657445829539084,0.0,standby
TNK-C-091,2024-02-03,2.741772642810204,0.24480774384413442,0.045464837385599845,light
TNK-C-091,2024-02-04,2.4654623826771704,0.12253925737609506,0.03669243101507996,light
TNK-C-091,2024-02-05,4.9281238987061355,0.5554597953046008,0.29806683850082416,moderate
TNK-C-091,2024-02-06,6.063393798260698,0.32225776908690673,0.17969505538968267,moderate
TNK-C-091,2024-02-07,2.758169679518176,0.2766299935969255,0.09307512704832893,light
TNK-C-091,2024-02-08,9.07146678599086,0.6516010288826897,0.5080580560143828,heavy
TNK-C-091,2024-02-09,1.879011068439786,0.1347920981687247,0.04905362151816037,light
TNK-C-091,2024-02-10,3.077441269103197,0.13930040209878658,0.014253823858530901,light
TNK-C-091,2024-02-11,5.977563734576757,0.5866759369219712,0.17148468936413236,moderate
TNK-C-091,2024-02-12,4.706682925414757,0.33668709873586217,0.28778965969466175,moderate
TNK-C-091,2024-02-13,4.422927957661557,0.3065701174709958,0.2365248443207916,moderate
TNK-C-091,2024-02-14,3.3409448743864094,0.20537851606158375,0.050729356982992524,light
TNK-C-091,2024-02-15,0.6566060145387542,0.05695501299728221,0.0,standby
TNK-C-091,2024-02-16,2.6786372932772857,0.11733853405351247,0.07694846545039856,light
TNK-C-091,2024-02-17,4.434772290570117,0.480659835150393,0.2863557447680438,moderate
TNK-C-091,2024-02-18,3.14994514275373,0.16976847027258615,0.05354000137471631,light
TNK-C-091,2024-02-19,5.865727538144816,0.4999077250650948,0.15898496777422774,moderate
TNK-C-091,2024-02-20,6.617690434021563,0.580687357352191,0.13514692079940008,moderate
TNK-C-091,2024-02-21,1.154361127373929,0.2178318637980412,0.019878564271436017,light
TNK-C-091,2024-02-22,3.0785016459038914,0.14363559243870486,0.00995055343173048,light
TNK-C-091,2024-02-23,7.400277977809893,0.5371660254448095,0.2619110043857517,moderate
TNK-C-091,2024-02-24,7.37814647225809,0.4046902376690005,0.13561543674722545,moderate
TNK-C-091,2024-02-25,1.9129861173943943,0.19374073705365252,0.0573737708189073,light
TNK-C-091,2024-02-26,7.676364885444158,0.4695637929958351,0.11699962908432351,moderate
TNK-C-091,2024-02-27,1.7526863023613082,0.29956368390525534,0.0068658961661069995,light
TNK-C-091,2024-02-28,2.6345833959057634,0.22101312625434466,0.012550401966720937,light
TNK-C-091,2024-02-29,11.844959539653782,0.6579386531804066,0.3907803306018494,heavy
TNK-C-091,2024-03-01,3.0822745239410994,0.28330086238190266,0.0595341893952214,light
TNK-C-091,2024-03-02,7.256994014056119,0.38086790693000167,0.11703027098896286,moderate
TNK-C-091,2024-03-03,0.22688927871985987,0.08625110065300975,0.0,standby
TNK-C-091,2024-03-04,2.5915528229330564,0.12758278557596447,0.01491245968505649,light
TNK-C-091,2024-03-05,5.633303838361044,0.5464759429710679,0.2573685801870593,moderate
TNK-C-091,2024-03-06,0.758696287899576,0.03937788520730116,0.0,standby
TNK-C-091,2024-03-07,5.801834434672701,0.5667124912393936,0.2169139939775368,moderate
TNK-C-091,2024-03-08,2.5243626263332306,0.15843625840353473,0.04376337335567781,light
TNK-C-091,2024-03-09,11.168325455816255,0.6745456973014562,0.4979366854566545,heavy
