tankId,componentId,eventTime,type,actions,downtimeHrs,partsUsed,resultStatus,notes
TNK-A-047,eng-001,2025-10-15 02:10:40,scheduled,Engine inspection and servicing,6.057754143232234,"[""Engine filter"", ""Engine seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,eng-001,2025-09-28 02:10:40,unscheduled,Engine inspection and servicing,8.783485808376938,"[""Engine filter"", ""Engine seal""]",completed,Routine unscheduled maintenance performed
TNK-A-047,eng-001,2025-09-04 02:10:40,unscheduled,Engine inspection and servicing,5.449517314615054,"[""Engine filter"", ""Engine seal""]",completed,Routine unscheduled maintenance performed
TNK-A-047,eng-001,2025-10-17 02:10:40,unscheduled,Engine inspection and servicing,5.343058745955416,"[""Engine filter"", ""Engine seal""]",completed,Routine unscheduled maintenance performed
TNK-A-047,eng-001,2025-10-05 02:10:40,unscheduled,Engine inspection and servicing,3.83597094870012,"[""Engine filter"", ""Engine seal""]",completed,Routine unscheduled maintenance performed
TNK-A-047,eng-001,2025-08-16 02:10:40,scheduled,Engine inspection and servicing,3.9296836762036573,"[""Engine filter"", ""Engine seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,eng-001,2025-10-19 02:10:40,unscheduled,Engine inspection and servicing,7.555533892733883,"[""Engine filter"", ""Engine seal""]",completed,Routine unscheduled maintenance performed
TNK-A-047,trn-001,2025-08-29 02:10:40,scheduled,Transmission inspection and servicing,6.415736925417956,"[""Transmission filter"", ""Transmission seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,trn-001,2025-08-08 02:10:40,scheduled,Transmission inspection and servicing,2.0632028981444144,"[""Transmission filter"", ""Transmission seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,trn-001,2025-10-17 02:10:40,scheduled,Transmission inspection and servicing,11.87613011205227,"[""Transmission filter"", ""Transmission seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,trn-001,2025-09-23 02:10:40,preventive,Transmission inspection and servicing,2.553857387658938,"[""Transmission filter"", ""Transmission seal""]",completed,Routine preventive maintenance performed
TNK-A-047,trn-001,2025-08-26 02:10:40,scheduled,Transmission inspection and servicing,6.322501821711339,"[""Transmission filter"", ""Transmission seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,hyd-001,2025-08-30 02:10:40,unscheduled,Hydraulics inspection and servicing,3.6000856547608953,"[""Hydraulics filter"", ""Hydraulics seal""]",completed,Routine unscheduled maintenance performed
TNK-A-047,hyd-001,2025-08-06 02:10:40,scheduled,Hydraulics inspection and servicing,4.917030150521672,"[""Hydraulics filter"", ""Hydraulics seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,hyd-001,2025-10-13 02:10:40,unscheduled,Hydraulics inspection and servicing,2.163149288088035,"[""Hydraulics filter"", ""Hydraulics seal""]",completed,Routine unscheduled maintenance performed
TNK-A-047,hyd-001,2025-10-14 02:10:40,scheduled,Hydraulics inspection and servicing,5.858997688630769,"[""Hydraulics filter"", ""Hydraulics seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,hyd-001,2025-10-18 02:10:40,scheduled,Hydraulics inspection and servicing,7.866035282724443,"[""Hydraulics filter"", ""Hydraulics seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,hyd-001,2025-08-29 02:10:40,unscheduled,Hydraulics inspection and servicing,4.94307947030764,"[""Hydraulics filter"", ""Hydraulics seal""]",completed,Routine unscheduled maintenance performed
TNK-A-047,sus-001,2025-10-21 02:10:41,unscheduled,Suspension inspection and servicing,9.348860479374903,"[""Suspension filter"", ""Suspension seal""]",completed,Routine unscheduled maintenance performed
TNK-A-047,sus-001,2025-09-22 02:10:41,scheduled,Suspension inspection and servicing,11.611897041113467,"[""Suspension filter"", ""Suspension seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,sus-001,2025-10-19 02:10:41,preventive,Suspension inspection and servicing,7.67193101509006,"[""Suspension filter"", ""Suspension seal""]",completed,Routine preventive maintenance performed
TNK-A-047,sus-001,2025-10-14 02:10:41,unscheduled,Suspension inspection and servicing,11.015404111553769,"[""Suspension filter"", ""Suspension seal""]",completed,Routine unscheduled maintenance performed
TNK-A-047,sus-001,2025-10-08 02:10:41,scheduled,Suspension inspection and servicing,2.8085161340174265,"[""Suspension filter"", ""Suspension seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,sus-001,2025-09-01 02:10:41,unscheduled,Suspension inspection and servicing,11.953945493798612,"[""Suspension filter"", ""Suspension seal""]",completed,Routine unscheduled maintenance performed
TNK-A-047,sus-001,2025-09-05 02:10:41,scheduled,Suspension inspection and servicing,4.97589633533518,"[""Suspension filter"", ""Suspension seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,fcs-001,2025-10-22 02:10:41,scheduled,FireControl inspection and servicing,7.506699608438939,"[""FireControl filter"", ""FireControl seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,fcs-001,2025-08-08 02:10:41,scheduled,FireControl inspection and servicing,3.364589251485382,"[""FireControl filter"", ""FireControl seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,fcs-001,2025-09-22 02:10:41,unscheduled,FireControl inspection and servicing,3.6425772159693275,"[""FireControl filter"", ""FireControl seal""]",completed,Routine unscheduled maintenance performed
TNK-A-047,fcs-001,2025-08-20 02:10:41,unscheduled,FireControl inspection and servicing,10.405783455837462,"[""FireControl filter"", ""FireControl seal""]",completed,Routine unscheduled maintenance performed
TNK-A-047,fcs-001,2025-08-16 02:10:41,scheduled,FireControl inspection and servicing,9.79188929403591,"[""FireControl filter"", ""FireControl seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,fcs-001,2025-09-21 02:10:41,scheduled,FireControl inspection and servicing,9.511585789599918,"[""FireControl filter"", ""FireControl seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,com-001,2025-09-02 02:10:41,unscheduled,Communications inspection and servicing,7.248254782446992,"[""Communications filter"", ""Communications seal""]",completed,Routine unscheduled maintenance performed
TNK-A-047,com-001,2025-10-18 02:10:41,unscheduled,Communications inspection and servicing,2.384453706895478,"[""Communications filter"", ""Communications seal""]",completed,Routine unscheduled maintenance performed
TNK-A-047,com-001,2025-08-07 02:10:41,preventive,Communications inspection and servicing,5.371171286035656,"[""Communications filter"", ""Communications seal""]",completed,Routine preventive maintenance performed
TNK-A-047,com-001,2025-09-06 02:10:41,scheduled,Communications inspection and servicing,8.656965639285248,"[""Communications filter"", ""Communications seal""]",completed,Routine scheduled maintenance performed
TNK-A-047,com-001,2025-10-13 02:10:41,preventive,Communications inspection and servicing,4.289162872813597,"[""Communications filter"", ""Communications seal""]",completed,Routine preventive maintenance performed
